 sum | year |                                               instnm                                               
     | 2008 | Lafayette Beauty Academy
     | 2009 | Lafayette Beauty Academy
     | 2010 | Lafayette Beauty Academy
     | 2011 | Lafayette Beauty Academy
     | 2012 | Lafayette Beauty Academy
   7 | 2006 | Lafayette College
   5 | 2007 | Lafayette College
   4 | 2008 | Lafayette College
   2 | 2009 | Lafayette College
     | 2010 | Lafayette College
   0 | 2011 | Lafayette College
   2 | 2012 | Lafayette College
     | 2006 | Laguna College of Art and Design
     | 2007 | Laguna College of Art and Design
     | 2008 | Laguna College of Art and Design
     | 2009 | Laguna College of Art and Design
     | 2010 | Laguna College of Art and Design
     | 2011 | Laguna College of Art and Design
     | 2012 | Laguna College of Art and Design
     | 2010 | Laird Institute of Spa Therapy
     | 2011 | Laird Institute of Spa Therapy
     | 2012 | Laird Institute of Spa Therapy
   0 | 2006 | Lake Area Technical Institute
   0 | 2007 | Lake Area Technical Institute
     | 2008 | Lake Area Technical Institute
     | 2009 | Lake Area Technical Institute
     | 2010 | Lake Area Technical Institute
     | 2011 | Lake Area Technical Institute
     | 2012 | Lake Area Technical Institute
     | 2006 | Lake Career and Technical Center
     | 2007 | Lake Career and Technical Center
     | 2008 | Lake Career and Technical Center
     | 2009 | Lake Career and Technical Center
     | 2010 | Lake Career and Technical Center
     | 2011 | Lake Career and Technical Center
     | 2012 | Lake Career and Technical Center
   0 | 2006 | Lake City Community College
   0 | 2007 | Lake City Community College
   0 | 2008 | Lake City Community College
   0 | 2009 | Lake City Community College
     | 2006 | Lake College
     | 2007 | Lake College
   0 | 2006 | Lake Erie College
   2 | 2007 | Lake Erie College
   1 | 2008 | Lake Erie College
   0 | 2009 | Lake Erie College
     | 2010 | Lake Erie College
     | 2011 | Lake Erie College
   0 | 2012 | Lake Erie College
   0 | 2006 | Lake Erie College of Osteopathic Medicine
   0 | 2007 | Lake Erie College of Osteopathic Medicine
   0 | 2008 | Lake Erie College of Osteopathic Medicine
   0 | 2009 | Lake Erie College of Osteopathic Medicine
   0 | 2010 | Lake Erie College of Osteopathic Medicine
   0 | 2011 | Lake Erie College of Osteopathic Medicine
   0 | 2012 | Lake Erie College of Osteopathic Medicine
     | 2006 | Lake Forest College
     | 2007 | Lake Forest College
     | 2008 | Lake Forest College
     | 2009 | Lake Forest College
     | 2010 | Lake Forest College
   3 | 2011 | Lake Forest College
   1 | 2012 | Lake Forest College
     | 2006 | Lake Forest Graduate School of Management
     | 2007 | Lake Forest Graduate School of Management
     | 2008 | Lake Forest Graduate School of Management
     | 2009 | Lake Forest Graduate School of Management
   0 | 2010 | Lake Forest Graduate School of Management
   0 | 2011 | Lake Forest Graduate School of Management
     | 2012 | Lake Forest Graduate School of Management
   0 | 2006 | Lake Land College
   0 | 2007 | Lake Land College
   0 | 2008 | Lake Land College
   0 | 2009 | Lake Land College
   0 | 2010 | Lake Land College
   0 | 2011 | Lake Land College
   1 | 2012 | Lake Land College
     | 2008 | Lake Lanier School of Massage
     | 2009 | Lake Lanier School of Massage
     | 2010 | Lake Lanier School of Massage
     | 2011 | Lake Lanier School of Massage
     | 2012 | Lake Lanier School of Massage
     | 2006 | Lake Michigan College
     | 2007 | Lake Michigan College
     | 2008 | Lake Michigan College
     | 2009 | Lake Michigan College
     | 2010 | Lake Michigan College
     | 2011 | Lake Michigan College
     | 2012 | Lake Michigan College
     | 2006 | Lake Region State College
     | 2007 | Lake Region State College
     | 2008 | Lake Region State College
     | 2009 | Lake Region State College
     | 2010 | Lake Region State College
     | 2011 | Lake Region State College
   0 | 2012 | Lake Region State College
   0 | 2006 | Lake Superior College
   0 | 2007 | Lake Superior College
   0 | 2008 | Lake Superior College
   0 | 2009 | Lake Superior College
     | 2010 | Lake Superior College
     | 2011 | Lake Superior College
     | 2012 | Lake Superior College
   1 | 2006 | Lake Superior State University
   0 | 2007 | Lake Superior State University
   2 | 2008 | Lake Superior State University
   1 | 2009 | Lake Superior State University
   0 | 2010 | Lake Superior State University
   1 | 2011 | Lake Superior State University
   0 | 2012 | Lake Superior State University
     | 2006 | Lake Tahoe Community College
     | 2007 | Lake Tahoe Community College
     | 2008 | Lake Tahoe Community College
   0 | 2009 | Lake Tahoe Community College
     | 2010 | Lake Tahoe Community College
   0 | 2011 | Lake Tahoe Community College
     | 2012 | Lake Tahoe Community College
   0 | 2006 | Lake Technical Center
   0 | 2007 | Lake Technical Center
   0 | 2008 | Lake Technical Center
   0 | 2009 | Lake Technical Center
   0 | 2010 | Lake Technical Center
   0 | 2011 | Lake Technical Center
   0 | 2012 | Lake Technical Center
     | 2010 | Lake Washington Institute of Technology
     | 2011 | Lake Washington Institute of Technology
     | 2012 | Lake Washington Institute of Technology
   0 | 2006 | Lake Washington Technical College
     | 2007 | Lake Washington Technical College
     | 2008 | Lake Washington Technical College
   0 | 2009 | Lake Washington Technical College
     | 2006 | Lake-Sumter Community College
     | 2007 | Lake-Sumter Community College
     | 2008 | Lake-Sumter Community College
     | 2009 | Lake-Sumter Community College
     | 2010 | Lake-Sumter Community College
     | 2011 | Lake-Sumter Community College
     | 2012 | Lake-Sumter Community College
     | 2006 | Lakeland College
     | 2007 | Lakeland College
   0 | 2008 | Lakeland College
   1 | 2009 | Lakeland College
   2 | 2010 | Lakeland College
   0 | 2011 | Lakeland College
   0 | 2012 | Lakeland College
     | 2006 | Lakeland Community College
     | 2007 | Lakeland Community College
     | 2008 | Lakeland Community College
   0 | 2009 | Lakeland Community College
     | 2010 | Lakeland Community College
     | 2011 | Lakeland Community College
     | 2012 | Lakeland Community College
   0 | 2006 | Lakes Region Community College
     | 2007 | Lakes Region Community College
     | 2008 | Lakes Region Community College
   0 | 2009 | Lakes Region Community College
   0 | 2010 | Lakes Region Community College
   0 | 2011 | Lakes Region Community College
   0 | 2012 | Lakes Region Community College
     | 2006 | Lakeshore Technical College
     | 2007 | Lakeshore Technical College
     | 2008 | Lakeshore Technical College
     | 2009 | Lakeshore Technical College
     | 2010 | Lakeshore Technical College
   0 | 2011 | Lakeshore Technical College
     | 2012 | Lakeshore Technical College
     | 2006 | Lakeside School of Massage Therapy
     | 2007 | Lakeside School of Massage Therapy
     | 2008 | Lakeside School of Massage Therapy
     | 2009 | Lakeside School of Massage Therapy
     | 2006 | Lakeview College of Nursing
     | 2007 | Lakeview College of Nursing
     | 2008 | Lakeview College of Nursing
     | 2009 | Lakeview College of Nursing
     | 2010 | Lakeview College of Nursing
     | 2011 | Lakeview College of Nursing
     | 2012 | Lakeview College of Nursing
     | 2008 | Lakewood School of Therapeutic Massage
     | 2009 | Lakewood School of Therapeutic Massage
     | 2010 | Lakewood School of Therapeutic Massage
     | 2011 | Lakewood School of Therapeutic Massage
     | 2012 | Lakewood School of Therapeutic Massage
     | 2006 | Lamar Community College
     | 2007 | Lamar Community College
     | 2008 | Lamar Community College
     | 2009 | Lamar Community College
     | 2010 | Lamar Community College
     | 2011 | Lamar Community College
     | 2012 | Lamar Community College
     | 2006 | Lamar Institute of Technology
     | 2007 | Lamar Institute of Technology
     | 2008 | Lamar Institute of Technology
   0 | 2009 | Lamar Institute of Technology
     | 2010 | Lamar Institute of Technology
     | 2011 | Lamar Institute of Technology
     | 2012 | Lamar Institute of Technology
   0 | 2006 | Lamar State College-Orange
   0 | 2007 | Lamar State College-Orange
   0 | 2008 | Lamar State College-Orange
   0 | 2009 | Lamar State College-Orange
   0 | 2010 | Lamar State College-Orange
   0 | 2011 | Lamar State College-Orange
   0 | 2012 | Lamar State College-Orange
     | 2006 | Lamar State College-Port Arthur
     | 2007 | Lamar State College-Port Arthur
     | 2008 | Lamar State College-Port Arthur
     | 2009 | Lamar State College-Port Arthur
     | 2010 | Lamar State College-Port Arthur
     | 2011 | Lamar State College-Port Arthur
     | 2012 | Lamar State College-Port Arthur
   0 | 2006 | Lamar University
   3 | 2007 | Lamar University
   0 | 2008 | Lamar University
   2 | 2009 | Lamar University
   1 | 2010 | Lamar University
     | 2011 | Lamar University
   4 | 2012 | Lamar University
   1 | 2006 | Lambuth University
   0 | 2007 | Lambuth University
     | 2008 | Lambuth University
     | 2009 | Lambuth University
   0 | 2006 | Lamson College
   0 | 2007 | Lamson College
     | 2008 | Lamson College
     | 2009 | Lamson College
     | 2008 | Lamson Institute
     | 2009 | Lamson Institute
     | 2010 | Lamson Institute
     | 2011 | Lamson Institute
     | 2012 | Lamson Institute
     | 2006 | Lancaster Beauty School
     | 2007 | Lancaster Beauty School
     | 2008 | Lancaster Beauty School
     | 2009 | Lancaster Beauty School
     | 2010 | Lancaster Beauty School
     | 2011 | Lancaster Beauty School
     | 2012 | Lancaster Beauty School
   0 | 2006 | Lancaster Bible College
     | 2007 | Lancaster Bible College
   0 | 2008 | Lancaster Bible College
   0 | 2009 | Lancaster Bible College
   0 | 2010 | Lancaster Bible College
   0 | 2011 | Lancaster Bible College
   0 | 2012 | Lancaster Bible College
     | 2006 | Lancaster County Career and Technology Center
     | 2007 | Lancaster County Career and Technology Center
     | 2008 | Lancaster County Career and Technology Center
     | 2009 | Lancaster County Career and Technology Center
     | 2010 | Lancaster County Career and Technology Center
     | 2011 | Lancaster County Career and Technology Center
     | 2012 | Lancaster County Career and Technology Center
     | 2006 | Lancaster General College of Nursing & Health Sciences
     | 2007 | Lancaster General College of Nursing & Health Sciences
     | 2008 | Lancaster General College of Nursing & Health Sciences
   0 | 2009 | Lancaster General College of Nursing & Health Sciences
     | 2010 | Lancaster General College of Nursing & Health Sciences
     | 2011 | Lancaster General College of Nursing & Health Sciences
     | 2012 | Lancaster General College of Nursing & Health Sciences
     | 2006 | Lancaster School of Cosmetology
     | 2007 | Lancaster School of Cosmetology
     | 2008 | Lancaster School of Cosmetology
     | 2009 | Lancaster School of Cosmetology
     | 2010 | Lancaster School of Cosmetology
     | 2011 | Lancaster School of Cosmetology
     | 2012 | Lancaster School of Cosmetology
     | 2006 | Lancaster Theological Seminary
     | 2007 | Lancaster Theological Seminary
     | 2008 | Lancaster Theological Seminary
     | 2009 | Lancaster Theological Seminary
     | 2010 | Lancaster Theological Seminary
     | 2011 | Lancaster Theological Seminary
     | 2012 | Lancaster Theological Seminary
   0 | 2006 | Lander University
   0 | 2007 | Lander University
   1 | 2008 | Lander University
   0 | 2009 | Lander University
   1 | 2010 | Lander University
   1 | 2011 | Lander University
   1 | 2012 | Lander University
     | 2006 | Landing School of Boat Building and Design
     | 2007 | Landing School of Boat Building and Design
     | 2008 | Landing School of Boat Building and Design
     | 2009 | Landing School of Boat Building and Design
     | 2010 | Landing School of Boat Building and Design
     | 2011 | Landing School of Boat Building and Design
     | 2012 | Landing School of Boat Building and Design
     | 2006 | Landmark College
     | 2007 | Landmark College
     | 2008 | Landmark College
     | 2009 | Landmark College
     | 2010 | Landmark College
     | 2011 | Landmark College
     | 2012 | Landmark College
   0 | 2006 | Lane College
   0 | 2007 | Lane College
   0 | 2008 | Lane College
   0 | 2009 | Lane College
   0 | 2010 | Lane College
   0 | 2011 | Lane College
   0 | 2012 | Lane College
     | 2006 | Lane Community College
     | 2007 | Lane Community College
     | 2008 | Lane Community College
     | 2009 | Lane Community College
     | 2010 | Lane Community College
     | 2011 | Lane Community College
     | 2012 | Lane Community College
     | 2006 | Laney College
     | 2007 | Laney College
     | 2008 | Laney College
     | 2009 | Laney College
     | 2010 | Laney College
     | 2011 | Laney College
     | 2012 | Laney College
     | 2006 | Langston University
   0 | 2007 | Langston University
   4 | 2008 | Langston University
     | 2009 | Langston University
   0 | 2010 | Langston University
   0 | 2011 | Langston University
   0 | 2012 | Langston University
   0 | 2006 | Lanier Technical College
   0 | 2007 | Lanier Technical College
   0 | 2008 | Lanier Technical College
     | 2009 | Lanier Technical College
     | 2010 | Lanier Technical College
     | 2011 | Lanier Technical College
     | 2012 | Lanier Technical College
     | 2006 | Lansdale School of Business
     | 2007 | Lansdale School of Business
     | 2008 | Lansdale School of Business
     | 2009 | Lansdale School of Business
     | 2010 | Lansdale School of Business
     | 2011 | Lansdale School of Business
     | 2012 | Lansdale School of Business
     | 2006 | Lansdale School of Cosmetology Inc
     | 2007 | Lansdale School of Cosmetology Inc
     | 2008 | Lansdale School of Cosmetology Inc
     | 2009 | Lansdale School of Cosmetology Inc
     | 2010 | Lansdale School of Cosmetology Inc
     | 2011 | Lansdale School of Cosmetology Inc
     | 2012 | Lansdale School of Cosmetology Inc
   1 | 2006 | Lansing Community College
   2 | 2007 | Lansing Community College
