 sum | year |                                               instnm                                               
     | 2010 | Kaplan University-Davenport Campus
     | 2011 | Kaplan University-Davenport Campus
     | 2012 | Kaplan University-Davenport Campus
     | 2008 | Kaplan University-Des Moines Campus
     | 2009 | Kaplan University-Des Moines Campus
     | 2010 | Kaplan University-Des Moines Campus
     | 2011 | Kaplan University-Des Moines Campus
     | 2012 | Kaplan University-Des Moines Campus
     | 2010 | Kaplan University-Hagerstown Campus
     | 2011 | Kaplan University-Hagerstown Campus
     | 2012 | Kaplan University-Hagerstown Campus
     | 2008 | Kaplan University-Lincoln Campus
     | 2009 | Kaplan University-Lincoln Campus
     | 2010 | Kaplan University-Lincoln Campus
     | 2011 | Kaplan University-Lincoln Campus
     | 2012 | Kaplan University-Lincoln Campus
     | 2010 | Kaplan University-Maine Campus
     | 2011 | Kaplan University-Maine Campus
     | 2012 | Kaplan University-Maine Campus
     | 2008 | Kaplan University-Mason City Campus
     | 2009 | Kaplan University-Mason City Campus
     | 2010 | Kaplan University-Mason City Campus
     | 2011 | Kaplan University-Mason City Campus
     | 2012 | Kaplan University-Mason City Campus
     | 2008 | Kaplan University-Omaha Campus
   0 | 2009 | Kaplan University-Omaha Campus
     | 2010 | Kaplan University-Omaha Campus
     | 2011 | Kaplan University-Omaha Campus
     | 2012 | Kaplan University-Omaha Campus
   0 | 2006 | Kaskaskia College
   0 | 2007 | Kaskaskia College
   1 | 2008 | Kaskaskia College
   1 | 2009 | Kaskaskia College
   1 | 2010 | Kaskaskia College
   0 | 2011 | Kaskaskia College
   0 | 2012 | Kaskaskia College
     | 2006 | Katharine Gibbs School
     | 2007 | Katharine Gibbs School
     | 2006 | Katharine Gibbs School-Melville
     | 2007 | Katharine Gibbs School-Melville
     | 2008 | Katharine Gibbs School-Melville
     | 2009 | Katharine Gibbs School-Melville
     | 2006 | Katharine Gibbs School-New York City
     | 2007 | Katharine Gibbs School-New York City
     | 2006 | Kauai Community College
     | 2007 | Kauai Community College
     | 2008 | Kauai Community College
     | 2009 | Kauai Community College
     | 2010 | Kauai Community College
     | 2011 | Kauai Community College
     | 2012 | Kauai Community College
     | 2006 | Kaufman Beauty School
     | 2007 | Kaufman Beauty School
     | 2006 | Kaw Area Technical School
     | 2007 | Kaw Area Technical School
     | 2008 | Kaw Area Technical School
     | 2009 | Kaw Area Technical School
     | 2006 | Kay Harvey Academy of Hair Design
     | 2007 | Kay Harvey Academy of Hair Design
     | 2008 | Kay Harvey Academy of Hair Design
     | 2009 | Kay Harvey Academy of Hair Design
     | 2010 | Kay Harvey Academy of Hair Design
     | 2011 | Kay Harvey Academy of Hair Design
     | 2012 | Kay Harvey Academy of Hair Design
     | 2006 | Kean University
     | 2007 | Kean University
     | 2008 | Kean University
     | 2009 | Kean University
     | 2010 | Kean University
     | 2011 | Kean University
     | 2012 | Kean University
     | 2006 | Keck Graduate Institute
     | 2007 | Keck Graduate Institute
     | 2008 | Keck Graduate Institute
     | 2009 | Keck Graduate Institute
     | 2010 | Keck Graduate Institute
   0 | 2011 | Keck Graduate Institute
     | 2012 | Keck Graduate Institute
     | 2006 | Keene Beauty Academy
     | 2007 | Keene Beauty Academy
     | 2008 | Keene Beauty Academy
     | 2009 | Keene Beauty Academy
     | 2010 | Keene Beauty Academy
     | 2011 | Keene Beauty Academy
     | 2012 | Keene Beauty Academy
   4 | 2006 | Keene State College
     | 2007 | Keene State College
   4 | 2008 | Keene State College
   1 | 2009 | Keene State College
   4 | 2010 | Keene State College
   4 | 2011 | Keene State College
   2 | 2012 | Keene State College
     | 2006 | Kehilath Yakov Rabbinical Seminary
     | 2007 | Kehilath Yakov Rabbinical Seminary
     | 2008 | Kehilath Yakov Rabbinical Seminary
     | 2009 | Kehilath Yakov Rabbinical Seminary
     | 2010 | Kehilath Yakov Rabbinical Seminary
     | 2011 | Kehilath Yakov Rabbinical Seminary
     | 2012 | Kehilath Yakov Rabbinical Seminary
     | 2006 | Keiser Career College-Greenacres
     | 2007 | Keiser Career College-Greenacres
     | 2008 | Keiser Career College-Greenacres
     | 2009 | Keiser Career College-Greenacres
     | 2010 | Keiser University-Ft Lauderdale
     | 2011 | Keiser University-Ft Lauderdale
     | 2012 | Keiser University-Ft Lauderdale
   0 | 2006 | Keiser University-Ft. Lauderdale
   0 | 2007 | Keiser University-Ft. Lauderdale
     | 2008 | Keiser University-Ft. Lauderdale
     | 2009 | Keiser University-Ft. Lauderdale
     | 2006 | Kellogg Community College
   0 | 2007 | Kellogg Community College
     | 2008 | Kellogg Community College
     | 2009 | Kellogg Community College
   0 | 2010 | Kellogg Community College
   0 | 2011 | Kellogg Community College
   0 | 2012 | Kellogg Community College
   0 | 2006 | Kendall College
   0 | 2007 | Kendall College
   0 | 2008 | Kendall College
   0 | 2009 | Kendall College
   0 | 2010 | Kendall College
   0 | 2011 | Kendall College
   0 | 2012 | Kendall College
     | 2006 | Kennebec Valley Community College
     | 2007 | Kennebec Valley Community College
     | 2008 | Kennebec Valley Community College
     | 2009 | Kennebec Valley Community College
     | 2010 | Kennebec Valley Community College
   0 | 2011 | Kennebec Valley Community College
     | 2012 | Kennebec Valley Community College
   2 | 2006 | Kennesaw State University
   1 | 2007 | Kennesaw State University
   2 | 2008 | Kennesaw State University
   4 | 2009 | Kennesaw State University
   4 | 2010 | Kennesaw State University
   2 | 2011 | Kennesaw State University
   3 | 2012 | Kennesaw State University
     | 2006 | Kenneth Shuler School of Cosmetology
     | 2007 | Kenneth Shuler School of Cosmetology
     | 2008 | Kenneth Shuler School of Cosmetology
     | 2009 | Kenneth Shuler School of Cosmetology
     | 2010 | Kenneth Shuler School of Cosmetology
     | 2011 | Kenneth Shuler School of Cosmetology
     | 2012 | Kenneth Shuler School of Cosmetology
     | 2006 | Kenneth Shuler School of Cosmetology and Hair Design
     | 2007 | Kenneth Shuler School of Cosmetology and Hair Design
     | 2008 | Kenneth Shuler School of Cosmetology and Hair Design
     | 2009 | Kenneth Shuler School of Cosmetology and Hair Design
     | 2006 | Kenneth Shuler School of Cosmetology and Nails
     | 2007 | Kenneth Shuler School of Cosmetology and Nails
     | 2008 | Kenneth Shuler School of Cosmetology and Nails
     | 2009 | Kenneth Shuler School of Cosmetology and Nails
     | 2010 | Kenneth Shuler School of Cosmetology and Nails-Columbia
     | 2011 | Kenneth Shuler School of Cosmetology and Nails-Columbia
     | 2012 | Kenneth Shuler School of Cosmetology and Nails-Columbia
     | 2010 | Kenneth Shuler School of Cosmetology-Columbia
     | 2011 | Kenneth Shuler School of Cosmetology-Columbia
     | 2012 | Kenneth Shuler School of Cosmetology-Columbia
     | 2010 | Kenneth Shuler School of Cosmetology-Florence
     | 2011 | Kenneth Shuler School of Cosmetology-Florence
     | 2012 | Kenneth Shuler School of Cosmetology-Florence
     | 2010 | Kenneth Shuler School of Cosmetology-North Augusta
     | 2011 | Kenneth Shuler School of Cosmetology-North Augusta
     | 2012 | Kenneth Shuler School of Cosmetology-North Augusta
     | 2010 | Kenneth Shuler School of Cosmetology-Rock Hill
     | 2011 | Kenneth Shuler School of Cosmetology-Rock Hill
     | 2012 | Kenneth Shuler School of Cosmetology-Rock Hill
     | 2010 | Kenneth Shuler School of Cosmetology-Spartanburg
     | 2011 | Kenneth Shuler School of Cosmetology-Spartanburg
     | 2012 | Kenneth Shuler School of Cosmetology-Spartanburg
     | 2006 | Kennett Career and Technology Center
     | 2007 | Kennett Career and Technology Center
     | 2008 | Kennett Career and Technology Center
     | 2009 | Kennett Career and Technology Center
     | 2006 | Kenrick Glennon Seminary
     | 2007 | Kenrick Glennon Seminary
     | 2008 | Kenrick Glennon Seminary
     | 2009 | Kenrick Glennon Seminary
     | 2010 | Kenrick Glennon Seminary
     | 2011 | Kenrick Glennon Seminary
     | 2012 | Kenrick Glennon Seminary
     | 2006 | Kensington College
     | 2007 | Kensington College
     | 2008 | Kensington College
   0 | 2009 | Kensington College
   0 | 2008 | Kent State University Ashtabula Campus
   0 | 2009 | Kent State University Ashtabula Campus
     | 2008 | Kent State University East Liverpool Campus
     | 2009 | Kent State University East Liverpool Campus
     | 2008 | Kent State University Geauga Campus
     | 2009 | Kent State University Geauga Campus
   2 | 2008 | Kent State University Kent Campus
   3 | 2009 | Kent State University Kent Campus
     | 2008 | Kent State University Salem Campus
     | 2009 | Kent State University Salem Campus
   0 | 2008 | Kent State University Stark Campus
   0 | 2009 | Kent State University Stark Campus
     | 2008 | Kent State University Trumbull Campus
     | 2009 | Kent State University Trumbull Campus
     | 2008 | Kent State University Tuscarawas Campus
     | 2009 | Kent State University Tuscarawas Campus
   0 | 2010 | Kent State University at Ashtabula
   0 | 2011 | Kent State University at Ashtabula
   0 | 2012 | Kent State University at Ashtabula
     | 2010 | Kent State University at East Liverpool
     | 2011 | Kent State University at East Liverpool
     | 2012 | Kent State University at East Liverpool
     | 2010 | Kent State University at Geauga
   0 | 2011 | Kent State University at Geauga
   0 | 2012 | Kent State University at Geauga
   2 | 2010 | Kent State University at Kent
   6 | 2011 | Kent State University at Kent
   5 | 2012 | Kent State University at Kent
     | 2010 | Kent State University at Salem
     | 2011 | Kent State University at Salem
     | 2012 | Kent State University at Salem
   0 | 2010 | Kent State University at Stark
   1 | 2011 | Kent State University at Stark
   0 | 2012 | Kent State University at Stark
     | 2010 | Kent State University at Trumbull
     | 2011 | Kent State University at Trumbull
     | 2012 | Kent State University at Trumbull
     | 2010 | Kent State University at Tuscarawas
     | 2011 | Kent State University at Tuscarawas
     | 2012 | Kent State University at Tuscarawas
   0 | 2006 | Kent State University-Ashtabula Campus
   0 | 2007 | Kent State University-Ashtabula Campus
     | 2006 | Kent State University-East Liverpool Campus
     | 2007 | Kent State University-East Liverpool Campus
     | 2006 | Kent State University-Geauga Campus
     | 2007 | Kent State University-Geauga Campus
   1 | 2006 | Kent State University-Kent Campus
   2 | 2007 | Kent State University-Kent Campus
     | 2006 | Kent State University-Salem Campus
     | 2007 | Kent State University-Salem Campus
   0 | 2006 | Kent State University-Stark Campus
   0 | 2007 | Kent State University-Stark Campus
     | 2006 | Kent State University-Trumbull Campus
     | 2007 | Kent State University-Trumbull Campus
     | 2006 | Kent State University-Tuscarawas Campus
     | 2007 | Kent State University-Tuscarawas Campus
     | 2006 | Kentucky Christian University
     | 2007 | Kentucky Christian University
     | 2008 | Kentucky Christian University
     | 2009 | Kentucky Christian University
     | 2010 | Kentucky Christian University
     | 2011 | Kentucky Christian University
     | 2012 | Kentucky Christian University
     | 2006 | Kentucky Mountain Bible College
     | 2007 | Kentucky Mountain Bible College
     | 2008 | Kentucky Mountain Bible College
   0 | 2009 | Kentucky Mountain Bible College
   0 | 2010 | Kentucky Mountain Bible College
   0 | 2011 | Kentucky Mountain Bible College
   0 | 2012 | Kentucky Mountain Bible College
   0 | 2006 | Kentucky State University
   0 | 2007 | Kentucky State University
     | 2008 | Kentucky State University
   2 | 2009 | Kentucky State University
   0 | 2010 | Kentucky State University
   2 | 2011 | Kentucky State University
   0 | 2012 | Kentucky State University
     | 2006 | Kentucky Wesleyan College
     | 2007 | Kentucky Wesleyan College
     | 2008 | Kentucky Wesleyan College
   0 | 2009 | Kentucky Wesleyan College
     | 2010 | Kentucky Wesleyan College
   0 | 2011 | Kentucky Wesleyan College
   0 | 2012 | Kentucky Wesleyan College
   1 | 2006 | Kenyon College
     | 2007 | Kenyon College
   2 | 2008 | Kenyon College
   0 | 2009 | Kenyon College
   1 | 2010 | Kenyon College
   3 | 2011 | Kenyon College
   3 | 2012 | Kenyon College
   0 | 2010 | Kettering College
     | 2011 | Kettering College
     | 2012 | Kettering College
   0 | 2006 | Kettering College of Medical Arts
   0 | 2007 | Kettering College of Medical Arts
   0 | 2008 | Kettering College of Medical Arts
   0 | 2009 | Kettering College of Medical Arts
   0 | 2006 | Kettering University
   0 | 2007 | Kettering University
   0 | 2008 | Kettering University
   0 | 2009 | Kettering University
   0 | 2010 | Kettering University
   0 | 2011 | Kettering University
   0 | 2012 | Kettering University
     | 2006 | Keuka College
     | 2007 | Keuka College
   3 | 2008 | Keuka College
     | 2009 | Keuka College
     | 2010 | Keuka College
   0 | 2011 | Keuka College
     | 2012 | Keuka College
     | 2008 | Kevosnik School of Hair Design
     | 2009 | Kevosnik School of Hair Design
     | 2010 | Kevosnik School of Hair Design
     | 2011 | Kevosnik School of Hair Design
     | 2012 | Kevosnik School of Hair Design
     | 2010 | Keweenaw Bay Ojibwa Community College
   0 | 2011 | Keweenaw Bay Ojibwa Community College
   0 | 2012 | Keweenaw Bay Ojibwa Community College
     | 2006 | Key College
     | 2007 | Key College
     | 2008 | Key College
     | 2009 | Key College
     | 2010 | Key College
     | 2011 | Key College
     | 2012 | Key College
     | 2006 | Keyskills Learning
     | 2007 | Keyskills Learning
     | 2008 | Keyskills Learning
     | 2009 | Keyskills Learning
     | 2006 | Keystone College
     | 2007 | Keystone College
   0 | 2008 | Keystone College
   1 | 2009 | Keystone College
     | 2010 | Keystone College
     | 2011 | Keystone College
     | 2012 | Keystone College
     | 2006 | Keystone Technical Institute
     | 2007 | Keystone Technical Institute
     | 2008 | Keystone Technical Institute
     | 2009 | Keystone Technical Institute
     | 2010 | Keystone Technical Institute
     | 2011 | Keystone Technical Institute
     | 2012 | Keystone Technical Institute
   0 | 2006 | Kiamichi Technology Center-Atoka
   0 | 2007 | Kiamichi Technology Center-Atoka
     | 2008 | Kiamichi Technology Center-Atoka
     | 2009 | Kiamichi Technology Center-Atoka
     | 2010 | Kiamichi Technology Center-Atoka
     | 2011 | Kiamichi Technology Center-Atoka
     | 2012 | Kiamichi Technology Center-Atoka
     | 2006 | Kiamichi Technology Center-Durant
     | 2007 | Kiamichi Technology Center-Durant
     | 2008 | Kiamichi Technology Center-Durant
     | 2009 | Kiamichi Technology Center-Durant
     | 2010 | Kiamichi Technology Center-Durant
     | 2011 | Kiamichi Technology Center-Durant
     | 2012 | Kiamichi Technology Center-Durant
     | 2006 | Kiamichi Technology Center-Hugo
     | 2007 | Kiamichi Technology Center-Hugo
     | 2008 | Kiamichi Technology Center-Hugo
     | 2009 | Kiamichi Technology Center-Hugo
     | 2010 | Kiamichi Technology Center-Hugo
     | 2011 | Kiamichi Technology Center-Hugo
     | 2012 | Kiamichi Technology Center-Hugo
     | 2006 | Kiamichi Technology Center-Idabel
     | 2007 | Kiamichi Technology Center-Idabel
     | 2008 | Kiamichi Technology Center-Idabel
     | 2009 | Kiamichi Technology Center-Idabel
     | 2010 | Kiamichi Technology Center-Idabel
     | 2011 | Kiamichi Technology Center-Idabel
     | 2012 | Kiamichi Technology Center-Idabel
     | 2006 | Kiamichi Technology Center-McAlester
     | 2007 | Kiamichi Technology Center-McAlester
     | 2008 | Kiamichi Technology Center-McAlester
     | 2009 | Kiamichi Technology Center-McAlester
     | 2010 | Kiamichi Technology Center-McAlester
     | 2011 | Kiamichi Technology Center-McAlester
     | 2012 | Kiamichi Technology Center-McAlester
     | 2006 | Kiamichi Technology Center-Poteau
     | 2007 | Kiamichi Technology Center-Poteau
     | 2008 | Kiamichi Technology Center-Poteau
   0 | 2009 | Kiamichi Technology Center-Poteau
     | 2010 | Kiamichi Technology Center-Poteau
     | 2011 | Kiamichi Technology Center-Poteau
     | 2012 | Kiamichi Technology Center-Poteau
     | 2006 | Kiamichi Technology Center-Spiro
     | 2007 | Kiamichi Technology Center-Spiro
   0 | 2008 | Kiamichi Technology Center-Spiro
     | 2009 | Kiamichi Technology Center-Spiro
   0 | 2010 | Kiamichi Technology Center-Spiro
     | 2011 | Kiamichi Technology Center-Spiro
     | 2012 | Kiamichi Technology Center-Spiro
   0 | 2006 | Kiamichi Technology Center-Stigler
   0 | 2007 | Kiamichi Technology Center-Stigler
     | 2008 | Kiamichi Technology Center-Stigler
     | 2009 | Kiamichi Technology Center-Stigler
     | 2010 | Kiamichi Technology Center-Stigler
     | 2011 | Kiamichi Technology Center-Stigler
     | 2012 | Kiamichi Technology Center-Stigler
     | 2006 | Kiamichi Technology Center-Talihina
     | 2007 | Kiamichi Technology Center-Talihina
     | 2008 | Kiamichi Technology Center-Talihina
     | 2009 | Kiamichi Technology Center-Talihina
     | 2010 | Kiamichi Technology Center-Talihina
     | 2011 | Kiamichi Technology Center-Talihina
     | 2012 | Kiamichi Technology Center-Talihina
     | 2006 | Kilgore College
     | 2007 | Kilgore College
   0 | 2008 | Kilgore College
   1 | 2009 | Kilgore College
   0 | 2010 | Kilgore College
     | 2011 | Kilgore College
   1 | 2012 | Kilgore College
     | 2006 | Kilian Community College
     | 2007 | Kilian Community College
     | 2008 | Kilian Community College
     | 2009 | Kilian Community College
     | 2010 | Kilian Community College
     | 2011 | Kilian Community College
     | 2012 | Kilian Community College
     | 2008 | Kimberly's Beauty School
     | 2009 | Kimberly's Beauty School
   1 | 2006 | King College
   4 | 2007 | King College
   2 | 2008 | King College
   2 | 2009 | King College
   2 | 2010 | King College
   5 | 2011 | King College
   0 | 2012 | King College
     | 2006 | King's College
     | 2007 | King's College
     | 2008 | King's College
   0 | 2009 | King's College
     | 2010 | King's College
     | 2011 | King's College
     | 2012 | King's College
   0 | 2006 | King's College and Seminary
   0 | 2007 | King's College and Seminary
   0 | 2008 | King's College and Seminary
   0 | 2009 | King's College and Seminary
   0 | 2010 | King's University
   0 | 2011 | King's University
   0 | 2012 | King's University
     | 2006 | Kirksville Area Technical Center
     | 2007 | Kirksville Area Technical Center
     | 2008 | Kirksville Area Technical Center
     | 2009 | Kirksville Area Technical Center
     | 2010 | Kirksville Area Technical Center
     | 2011 | Kirksville Area Technical Center
     | 2012 | Kirksville Area Technical Center
   0 | 2006 | Kirkwood Community College
   0 | 2007 | Kirkwood Community College
     | 2008 | Kirkwood Community College
     | 2009 | Kirkwood Community College
     | 2010 | Kirkwood Community College
     | 2011 | Kirkwood Community College
     | 2012 | Kirkwood Community College
     | 2006 | Kirtland Community College
     | 2007 | Kirtland Community College
     | 2008 | Kirtland Community College
     | 2009 | Kirtland Community College
   0 | 2010 | Kirtland Community College
   0 | 2011 | Kirtland Community College
   0 | 2012 | Kirtland Community College
     | 2006 | Kishwaukee College
     | 2007 | Kishwaukee College
   0 | 2008 | Kishwaukee College
   0 | 2009 | Kishwaukee College
   0 | 2010 | Kishwaukee College
   0 | 2011 | Kishwaukee College
   0 | 2012 | Kishwaukee College
     | 2008 | Kitchen Academy
     | 2009 | Kitchen Academy
     | 2006 | Kittanning Beauty School
     | 2007 | Kittanning Beauty School
     | 2008 | Kittanning Beauty School
     | 2009 | Kittanning Beauty School
     | 2010 | Kittanning Beauty School
     | 2011 | Kittanning Beauty School
     | 2012 | Kittanning Beauty School
     | 2006 | Klamath Community College
     | 2007 | Klamath Community College
     | 2008 | Klamath Community College
     | 2009 | Klamath Community College
     | 2010 | Klamath Community College
     | 2011 | Klamath Community College
     | 2012 | Klamath Community College
     | 2006 | Knowledge Systems Institute
     | 2007 | Knowledge Systems Institute
     | 2008 | Knowledge Systems Institute
     | 2009 | Knowledge Systems Institute
     | 2010 | Knowledge Systems Institute
     | 2011 | Knowledge Systems Institute
     | 2012 | Knowledge Systems Institute
     | 2006 | Knox Beauty College
     | 2007 | Knox Beauty College
     | 2008 | Knox Beauty College
     | 2009 | Knox Beauty College
     | 2010 | Knox Beauty College
     | 2011 | Knox Beauty College
     | 2012 | Knox Beauty College
   1 | 2006 | Knox College
   3 | 2007 | Knox College
   5 | 2008 | Knox College
   6 | 2009 | Knox College
   4 | 2010 | Knox College
   5 | 2011 | Knox College
   5 | 2012 | Knox College
     | 2006 | Knox County Career Center
     | 2007 | Knox County Career Center
     | 2008 | Knox County Career Center
     | 2009 | Knox County Career Center
     | 2010 | Knox County Career Center
     | 2011 | Knox County Career Center
     | 2012 | Knox County Career Center
     | 2008 | Knoxville Institute of Hair Design
     | 2009 | Knoxville Institute of Hair Design
     | 2010 | Knoxville Institute of Hair Design
     | 2011 | Knoxville Institute of Hair Design
     | 2012 | Knoxville Institute of Hair Design
     | 2006 | Kol Yaakov Torah Center
     | 2007 | Kol Yaakov Torah Center
     | 2008 | Kol Yaakov Torah Center
     | 2009 | Kol Yaakov Torah Center
     | 2006 | Kussad Institute of Court Reporting
     | 2007 | Kussad Institute of Court Reporting
     | 2008 | Kussad Institute of Court Reporting
     | 2009 | Kussad Institute of Court Reporting
     | 2010 | Kussad Institute of Court Reporting
     | 2011 | Kussad Institute of Court Reporting
     | 2012 | Kussad Institute of Court Reporting
   6 | 2006 | Kutztown University of Pennsylvania
     | 2007 | Kutztown University of Pennsylvania
     | 2008 | Kutztown University of Pennsylvania
     | 2009 | Kutztown University of Pennsylvania
     | 2010 | Kutztown University of Pennsylvania
   9 | 2011 | Kutztown University of Pennsylvania
   9 | 2012 | Kutztown University of Pennsylvania
     | 2006 | Kuyper College
     | 2007 | Kuyper College
     | 2008 | Kuyper College
     | 2009 | Kuyper College
     | 2010 | Kuyper College
     | 2011 | Kuyper College
     | 2012 | Kuyper College
     | 2006 | L E Fletcher Technical Community College
     | 2007 | L E Fletcher Technical Community College
     | 2008 | L E Fletcher Technical Community College
   0 | 2009 | L E Fletcher Technical Community College
     | 2010 | L E Fletcher Technical Community College
     | 2011 | L E Fletcher Technical Community College
     | 2012 | L E Fletcher Technical Community College
     | 2006 | L T International Beauty School
     | 2007 | L T International Beauty School
     | 2008 | L T International Beauty School
     | 2009 | L T International Beauty School
     | 2010 | L T International Beauty School
     | 2011 | L T International Beauty School
     | 2012 | L T International Beauty School
     | 2006 | L'Academie de Cuisine
     | 2007 | L'Academie de Cuisine
     | 2008 | L'Academie de Cuisine
     | 2009 | L'Academie de Cuisine
     | 2010 | L'Academie de Cuisine
     | 2011 | L'Academie de Cuisine
     | 2012 | L'Academie de Cuisine
     | 2010 | L'Ecole Culinaire
     | 2011 | L'Ecole Culinaire
     | 2012 | L'Ecole Culinaire
     | 2008 | L'esprit Academy
     | 2009 | L'esprit Academy
     | 2010 | L'esprit Academy
     | 2011 | L'esprit Academy
     | 2012 | L'esprit Academy
     | 2008 | L?Ecole Culinaire
     | 2009 | L?Ecole Culinaire
     | 2008 | LA Barber College
     | 2009 | LA Barber College
     | 2006 | LA College International
     | 2007 | LA College International
     | 2008 | LA College International
   0 | 2009 | LA College International
     | 2010 | LEcole Culinaire
     | 2011 | LEcole Culinaire
     | 2012 | LEcole Culinaire
   0 | 2010 | LIM College
   0 | 2011 | LIM College
   0 | 2012 | LIM College
     | 2006 | La Baron Hairdressing Academy
     | 2007 | La Baron Hairdressing Academy
     | 2008 | La Baron Hairdressing Academy
     | 2009 | La Baron Hairdressing Academy
     | 2010 | La Baron Hairdressing Academy-Brockton
     | 2011 | La Baron Hairdressing Academy-Brockton
     | 2012 | La Baron Hairdressing Academy-Brockton
     | 2010 | La Baron Hairdressing Academy-New Bedford
     | 2011 | La Baron Hairdressing Academy-New Bedford
     | 2012 | La Baron Hairdressing Academy-New Bedford
     | 2010 | La Baron Hairdressing Academy-Overland Park
     | 2011 | La Baron Hairdressing Academy-Overland Park
     | 2012 | La Baron Hairdressing Academy-Overland Park
     | 2006 | La Belle Beauty Academy
     | 2007 | La Belle Beauty Academy
     | 2008 | La Belle Beauty Academy
     | 2009 | La Belle Beauty Academy
     | 2010 | La Belle Beauty Academy
     | 2011 | La Belle Beauty Academy
     | 2012 | La Belle Beauty Academy
     | 2006 | La Belle Beauty School
     | 2007 | La Belle Beauty School
     | 2008 | La Belle Beauty School
     | 2009 | La Belle Beauty School
     | 2010 | La Belle Beauty School
     | 2011 | La Belle Beauty School
     | 2012 | La Belle Beauty School
     | 2006 | La James College of Hairstyling and Cosmetology
     | 2007 | La James College of Hairstyling and Cosmetology
     | 2008 | La James College of Hairstyling and Cosmetology
     | 2009 | La James College of Hairstyling and Cosmetology
     | 2010 | La James College of Hairstyling and Cosmetology
     | 2011 | La James College of Hairstyling and Cosmetology
     | 2012 | La James College of Hairstyling and Cosmetology
   0 | 2006 | La James International College
   0 | 2007 | La James International College
     | 2008 | La James International College
     | 2009 | La James International College
     | 2010 | La James International College-Cedar Falls
     | 2011 | La James International College-Cedar Falls
     | 2012 | La James International College-Cedar Falls
     | 2010 | La James International College-Davenport
     | 2011 | La James International College-Davenport
     | 2012 | La James International College-Davenport
     | 2010 | La James International College-East Moline
     | 2011 | La James International College-East Moline
     | 2012 | La James International College-East Moline
     | 2010 | La James International College-Ft Dodge
     | 2011 | La James International College-Ft Dodge
     | 2012 | La James International College-Ft Dodge
     | 2010 | La James International College-Iowa City
     | 2011 | La James International College-Iowa City
     | 2012 | La James International College-Iowa City
     | 2010 | La James International College-Johnston
     | 2011 | La James International College-Johnston
     | 2012 | La James International College-Johnston
     | 2006 | La Roche College
     | 2007 | La Roche College
     | 2008 | La Roche College
     | 2009 | La Roche College
   2 | 2010 | La Roche College
   1 | 2011 | La Roche College
   0 | 2012 | La Roche College
     | 2006 | La Salle University
     | 2007 | La Salle University
     | 2008 | La Salle University
     | 2009 | La Salle University
     | 2010 | La Salle University
     | 2011 | La Salle University
     | 2012 | La Salle University
   1 | 2006 | La Sierra University
   0 | 2007 | La Sierra University
   0 | 2008 | La Sierra University
   0 | 2009 | La Sierra University
   0 | 2010 | La Sierra University
   0 | 2011 | La Sierra University
   0 | 2012 | La Sierra University
   0 | 2006 | La'James International College
   0 | 2007 | La'James International College
   0 | 2008 | La'James International College
     | 2009 | La'James International College
     | 2010 | La'James International College
     | 2011 | La'James International College
     | 2012 | La'James International College
   0 | 2006 | LaGrange College
     | 2007 | LaGrange College
   0 | 2008 | LaGrange College
   0 | 2009 | LaGrange College
   0 | 2010 | LaGrange College
   0 | 2011 | LaGrange College
   0 | 2012 | LaGrange College
     | 2006 | Labette Community College
     | 2007 | Labette Community College
     | 2008 | Labette Community College
     | 2009 | Labette Community College
     | 2010 | Labette Community College
     | 2011 | Labette Community College
     | 2012 | Labette Community College
     | 2006 | Laboratory Institute of Merchandising
     | 2007 | Laboratory Institute of Merchandising
   0 | 2008 | Laboratory Institute of Merchandising
     | 2009 | Laboratory Institute of Merchandising
     | 2006 | Laboure College
     | 2007 | Laboure College
     | 2008 | Laboure College
     | 2009 | Laboure College
     | 2010 | Laboure College
     | 2011 | Laboure College
     | 2012 | Laboure College
   0 | 2006 | Lac Courte Oreilles Ojibwa Community College
     | 2007 | Lac Courte Oreilles Ojibwa Community College
     | 2008 | Lac Courte Oreilles Ojibwa Community College
     | 2009 | Lac Courte Oreilles Ojibwa Community College
   0 | 2010 | Lac Courte Oreilles Ojibwa Community College
   0 | 2011 | Lac Courte Oreilles Ojibwa Community College
   0 | 2012 | Lac Courte Oreilles Ojibwa Community College
   0 | 2006 | Lackawanna College
   0 | 2007 | Lackawanna College
   0 | 2008 | Lackawanna College
   1 | 2009 | Lackawanna College
     | 2010 | Lackawanna College
   0 | 2011 | Lackawanna College
   1 | 2012 | Lackawanna College
     | 2006 | Lacy Cosmetology School
     | 2007 | Lacy Cosmetology School
     | 2008 | Lacy Cosmetology School
     | 2009 | Lacy Cosmetology School
     | 2010 | Lacy Cosmetology School
     | 2011 | Lacy Cosmetology School
     | 2012 | Lacy Cosmetology School
     | 2010 | Lacy Cosmetology School-Aiken
     | 2011 | Lacy Cosmetology School-Aiken
     | 2012 | Lacy Cosmetology School-Aiken
     | 2010 | Lacy Cosmetology School-Goose Creek
     | 2011 | Lacy Cosmetology School-Goose Creek
     | 2012 | Lacy Cosmetology School-Goose Creek
     | 2010 | Lacy Cosmetology School-Lexington
     | 2011 | Lacy Cosmetology School-Lexington
     | 2012 | Lacy Cosmetology School-Lexington
     | 2006 | Ladera Career Paths Training Centers
     | 2007 | Ladera Career Paths Training Centers
     | 2008 | Ladera Career Paths Training Centers
     | 2009 | Ladera Career Paths Training Centers
     | 2006 | Lafayette Beauty Academy
     | 2007 | Lafayette Beauty Academy
